user_id,age,income,clicks,purchase_amount,session_duration,content_variety,engagement_score,num_transactions,avg_monthly_spend,avg_cart_value,browsing_depth,revisit_rate,scroll_activity,time_on_site,interaction_count,preferred_price_range,discount_usage_rate,wishlist_size,product_views,repeat_purchase_gap (days),churn_risk_score,loyalty_index,screen_brightness,battery_percentage,cart_abandonment_count,browser_version,background_app_count,session_inactivity_duration,network_jitter,region_code,subscriber,label
U0555,,35870,18,500.0,82.86,0.44221,43.26723,6,352.29,79.72,49,0.413,227,95.0,28,459.23,0.439,7,109,116.0,0.5027158480883929,22.0,3.5,19.0,6,5.05.44,4,23.32,16.0,O540,True,user_1
U4654,,25472,14,873.23,43.95,0.78342,82.54799,7,299.24,201.85,28,0.52,123,39.0,14,745.49,0.406,7,64,45.0,0.13966648041216256,28.0,3.5,29.0,2,8.69.91,7,13.74,42.0,X456,False,user_3
U4333,39,25578,12,500.0,8.7,0.4978,52.81056,8,135.25,64.0,8,0.391,35,0.0,5,521.04,0.264,1,70,104.0,0.4338931675418274,20.0,1.6,82.0,0,2.98.63,14,2.08,22.0,K747,False,user_2
U9411,33,21059,12,500.0,4.08,0.49697,53.00137,4,320.04,153.17,4,0.412,14,10.0,2,508.37,0.279,1,59,102.0,0.46864499515082736,24.0,2.2,8.0,5,6.14.12,12,28.2,4.0,L858,True,user_2
U6706,,14583,7,500.0,17.86,0.53295,52.91836,6,157.9,56.53,9,0.355,42,8.0,7,641.4,0.248,4,18,104.0,0.5154962871193471,20.0,4.0,78.0,4,3.74.59,7,5.57,29.0,H586,False,user_2
U6180,48,34354,17,500.0,13.47,0.46149,48.56358,7,135.82,61.66,11,0.446,52,4.0,10,504.33,0.423,3,93,94.0,0.48533919282218807,23.0,4.9,40.0,3,6.69.70,7,1.26,50.0,X567,False,user_2
U5747,38,30140,14,1209.5,31.28,0.73671,67.00931,6,216.55,245.78,17,0.466,117,38.0,11,1131.7,0.501,0,84,77.0,0.3259236319312652,27.0,3.1,30.0,6,3.82.31,7,15.91,14.0,X123,False,user_3
U3821,39,26458,14,500.0,0.0,0.52932,52.38005,5,205.64,120.39,4,0.366,13,0.0,6,638.69,0.335,2,79,95.0,0.4857516119891034,23.0,1.5,51.0,6,9.76.07,10,4.47,17.0,G180,True,user_2
U4066,62,22359,12,500.0,76.42,0.32204,36.51757,8,147.87,46.44,42,0.229,194,72.0,22,529.88,0.273,7,58,124.0,0.6030573900741092,15.0,4.5,28.0,2,6.57.31,7,1.46,40.0,V959,False,user_1
U2313,,13451,6,765.47,31.21,0.78424,70.27994,5,274.34,121.71,17,0.407,97,32.0,14,777.82,0.093,0,33,63.0,0.3126143618021096,24.0,2.9,85.0,6,6.54.68,9,20.18,4.0,X456,False,user_3
U3528,,23908,12,500.0,24.52,0.36271,43.33772,10,211.17,28.78,15,0.31,71,22.0,14,491.99,0.31,1,66,107.0,0.610642114708434,19.0,4.0,6.0,7,2.30.42,14,3.24,20.0,Z001,False,user_3
U7265,21,41102,22,2272.96,71.13,0.94555,100.0,10,523.82,154.68,46,0.714,182,67.0,35,2281.46,0.668,5,115,41.0,0.015741856186281766,39.0,2.1,68.0,3,5.78.77,11,28.97,13.0,K892,False,user_1
U0795,36,26237,13,500.0,0.0,0.57851,55.80354,4,153.7,125.36,1,0.305,0,0.0,9,406.82,0.37,0,77,104.0,0.4399555279997023,17.0,4.5,81.0,3,8.25.00,5,24.36,28.0,G091,False,user_2
U5431,44,19865,8,500.0,40.71,0.20562,22.7036,6,351.94,78.58,28,0.118,134,39.0,11,484.7,0.209,0,49,153.0,0.7393257522658331,7.0,2.2,23.0,8,4.70.75,10,26.15,31.0,Z001,False,user_3
U6053,22,19347,9,500.0,8.5,0.56002,52.62783,10,140.46,46.53,4,0.379,28,25.0,0,470.95,0.242,1,39,111.0,0.4689749551509222,22.0,3.8,78.0,5,1.77.74,4,20.07,7.0,Z001,False,user_3
U1446,,13878,8,500.0,42.91,0.1924,28.35005,3,158.62,210.72,24,0.14,129,49.0,9,528.55,0.109,0,40,124.0,0.6863853967102312,9.0,2.7,46.0,7,8.84.65,10,16.36,28.0,X456,False,user_3
U0580,35,29189,14,500.0,15.11,0.49351,46.78415,4,152.26,68.4,11,0.364,35,11.0,7,604.53,0.261,3,64,109.0,0.5086922523145347,22.0,2.6,99.0,6,9.11.09,13,20.54,7.0,N269,False,user_2
U4308,37,22215,10,500.0,15.67,0.46027,48.1379,3,161.88,135.0,11,0.299,63,20.0,3,589.48,0.298,3,51,110.0,0.5137368870760568,19.0,1.9,39.0,1,5.01.59,8,17.59,10.0,X847,False,user_2
U5213,39,18799,11,500.0,49.09,0.83607,83.71195,4,294.87,62.31,30,0.484,128,55.0,15,544.0,0.301,4,36,52.0,0.15455415060357433,28.0,4.4,34.0,6,4.34.25,14,24.24,39.0,P457,False,user_1
U1881,,15910,8,970.69,36.53,0.74126,74.22616,7,466.85,183.5,22,0.455,96,28.0,13,791.22,0.321,1,59,56.0,0.29906243454848574,26.0,2.9,90.0,6,9.41.86,14,5.56,10.0,Z999,False,user_3
U1338,33,14849,6,500.0,24.37,0.62587,60.08299,5,168.52,93.38,18,0.362,68,37.0,6,449.4,0.22,0,22,96.0,0.37565254668308995,15.0,2.8,67.0,8,2.10.77,7,3.98,6.0,P581,False,user_2
U2978,,13201,8,500.0,52.65,0.16337,18.15214,4,232.83,133.01,32,0.198,135,54.0,18,310.68,0.284,1,34,157.0,0.8340245562355934,13.0,1.6,78.0,4,7.65.35,7,20.34,3.0,Z001,False,user_1
U0399,38,33690,17,500.0,8.96,0.53505,52.65022,7,261.84,37.75,8,0.378,13,6.0,6,601.1,0.367,6,85,97.0,0.45491466225686655,21.0,1.7,43.0,8,4.00.70,15,5.99,28.0,K298,False,user_2
U6199,33,17819,9,500.0,3.38,0.49801,53.44282,7,168.58,39.34,2,0.313,26,19.0,3,480.84,0.273,4,31,106.0,0.4291324186716878,19.0,2.6,50.0,4,9.34.67,6,29.4,29.0,N978,False,user_2
U4871,,10000,5,500.0,36.97,0.27209,30.29986,4,183.81,152.43,20,0.258,98,16.0,20,478.17,0.084,0,21,135.0,0.7212668267508657,16.0,1.4,98.0,4,6.23.45,15,4.5,12.0,X123,False,user_1
U5870,46,31001,14,500.0,4.55,0.49943,51.61205,3,154.97,183.72,7,0.387,25,0.0,9,424.32,0.203,2,71,107.0,0.500635377474462,22.0,3.5,55.0,7,2.33.31,9,19.85,39.0,W386,False,user_2
U3059,,16694,7,500.0,1.71,0.48455,50.99931,6,467.46,20.09,5,0.343,14,8.0,5,619.29,0.193,2,51,97.0,0.4660019311802932,22.0,1.9,75.0,4,1.70.31,5,23.93,23.0,X123,True,user_3
U5996,,23645,12,500.0,25.79,0.58886,55.69235,5,169.05,109.38,18,0.374,74,33.0,17,503.06,0.28,2,61,98.0,0.3180699415815929,17.0,4.0,98.0,6,6.46.43,15,8.52,29.0,K175,True,user_2
U4884,29,10000,3,500.0,4.53,0.49249,45.18552,6,355.71,60.03,1,0.279,0,21.0,5,481.46,0.162,0,10,114.0,0.5929690914522007,20.0,3.7,73.0,7,3.82.97,5,20.12,3.0,D556,True,user_2
U9588,69,28795,13,500.0,9.47,0.52929,49.77326,6,13.11,61.35,3,0.254,29,0.0,7,505.43,0.329,4,53,104.0,0.5333550158839376,10.0,3.0,72.0,5,2.18.91,11,28.71,12.0,Q830,True,user_2
U1637,,13799,6,500.0,5.91,0.47044,43.02448,6,132.85,72.19,4,0.333,0,14.0,8,513.1,0.206,1,51,97.0,0.6159244268612549,17.0,2.0,13.0,5,4.79.68,8,28.61,27.0,O943,False,user_2
U4474,38,30216,15,500.0,0.0,0.47367,43.70607,9,144.1,48.36,2,0.346,0,0.0,5,479.43,0.439,1,75,116.0,0.611251938596473,18.0,4.1,23.0,11,9.26.71,15,4.44,10.0,G380,False,user_2
U9665,32,34077,16,1536.28,62.85,0.95976,100.0,3,269.78,392.94,37,0.598,192,67.0,32,1655.44,0.531,2,80,32.0,0.000589134966184534,33.0,5.0,79.0,7,5.57.71,12,3.42,12.0,X041,False,user_2
U9444,60,37545,18,500.0,77.48,0.39481,39.46933,7,323.29,17.11,48,0.324,245,77.0,27,618.13,0.387,4,76,114.0,0.5886501360128764,19.0,3.9,98.0,9,7.96.22,13,9.14,13.0,R705,False,user_1
U0139,,14500,8,500.0,6.13,0.4675,47.29284,4,237.18,145.72,7,0.303,16,15.0,4,502.29,0.069,0,45,113.0,0.4554093460079409,16.0,4.0,45.0,4,5.40.72,4,1.77,1.0,Z001,False,user_3
U3409,39,15062,8,500.0,4.05,0.46803,45.609,2,36.11,275.11,4,0.303,3,2.0,5,415.13,0.147,0,34,113.0,0.5493332632368918,17.0,1.9,77.0,7,7.80.68,8,4.22,47.0,O594,True,user_2
U1356,,28542,14,1062.79,15.54,0.62138,65.99162,5,355.51,204.41,8,0.477,36,26.0,12,1088.39,0.459,6,84,84.0,0.32211003271859506,25.0,2.7,3.0,6,4.43.45,11,11.52,15.0,Z999,False,user_3
U6884,42,21342,12,2418.31,37.88,0.77803,73.77467,7,635.01,422.49,20,0.429,106,30.0,12,2351.7,0.43,2,64,67.0,0.23093964561472974,27.0,1.5,14.0,7,5.86.33,8,0.38,37.0,V631,False,user_1
U7111,28,21564,11,500.0,57.93,0.14131,9.55816,5,132.08,121.58,34,0.201,183,57.0,15,635.62,0.3,0,56,154.0,0.8500677355950373,7.0,1.5,10.0,3,6.58.01,14,2.1,26.0,D249,False,user_1
U5633,35,19071,10,1311.94,60.32,0.36485,36.42281,13,322.79,94.96,36,0.256,186,62.0,25,1461.94,0.354,6,36,114.0,0.5945591848944942,14.0,2.9,12.0,7,3.89.52,13,28.95,0.0,A156,False,user_1
U9301,,12592,6,500.0,14.96,0.41294,42.44326,6,294.33,90.7,6,0.244,44,32.0,6,564.98,0.173,2,29,121.0,0.5217309194798497,12.0,2.2,8.0,9,4.44.71,9,21.58,7.0,Z001,True,user_3
U0324,,17997,10,500.0,43.39,0.78779,81.93585,7,343.89,118.43,27,0.498,139,52.0,16,376.9,0.226,5,47,49.0,0.2203589040993808,30.0,3.7,4.0,8,6.34.55,8,9.37,22.0,X123,False,user_3
U0457,37,15108,7,500.0,57.72,0.2099,26.46127,9,165.47,72.59,29,0.235,173,60.0,29,446.38,0.168,0,36,135.0,0.7800130160428534,14.0,4.7,68.0,7,5.12.48,4,3.61,26.0,X867,False,user_1
U9321,,28890,14,890.68,39.85,0.80252,82.18325,7,856.19,119.48,19,0.549,99,46.0,15,863.62,0.489,3,50,63.0,0.14847651355730002,34.0,2.8,45.0,1,2.06.91,14,14.38,28.0,Z999,False,user_3
U0223,61,24046,12,500.0,54.41,0.11028,8.84518,9,171.72,27.89,30,0.137,146,65.0,18,408.93,0.243,3,50,152.0,0.9605334563409965,2.0,1.7,55.0,3,4.80.24,6,17.92,9.0,Q612,True,user_1
U9622,37,23188,11,500.0,45.93,0.10786,17.71645,5,45.29,53.16,30,0.182,146,50.0,11,462.72,0.338,3,50,142.0,0.8269446001381284,7.0,2.0,35.0,6,2.59.21,13,8.21,9.0,C408,True,user_1
U5584,39,15434,7,500.0,43.65,0.86008,87.28315,3,178.5,174.76,28,0.567,110,33.0,9,516.29,0.246,8,40,55.0,0.18589858217898358,28.0,2.9,41.0,6,9.22.77,11,17.01,72.0,H224,True,user_1
U6304,37,12879,6,2710.29,59.05,0.94198,90.35441,7,1939.7,480.52,30,0.565,171,65.0,24,2756.05,0.431,2,10,45.0,0.12031551694582426,47.0,3.0,18.0,6,2.91.66,11,13.58,3.0,Q652,True,user_1
U4407,,18320,9,500.0,41.24,0.8308,82.6213,8,168.03,65.63,21,0.521,122,41.0,13,621.83,0.227,5,58,42.0,0.1990736469533541,29.0,3.3,65.0,4,5.29.05,11,19.11,23.0,X456,False,user_3
U6320,,10000,5,500.0,23.92,0.68797,66.58292,3,170.04,147.0,15,0.39,56,20.0,11,490.91,0.076,8,37,77.0,0.3439711995163419,18.0,4.6,15.0,5,5.24.41,9,12.58,26.0,Z001,True,user_3
U2045,,20869,11,500.0,49.64,0.35419,39.84197,4,65.81,182.19,28,0.425,123,42.0,11,463.07,0.201,8,45,121.0,0.572711286247317,19.0,4.7,88.0,2,5.14.35,5,15.07,32.0,G357,False,user_1
U1041,52,33411,15,500.0,18.8,0.48953,51.00715,11,184.43,27.8,16,0.428,38,25.0,6,364.29,0.345,4,99,96.0,0.43711599622089686,20.0,3.6,30.0,5,2.46.58,15,3.67,58.0,J014,False,user_2
U1323,52,23845,12,500.0,21.69,0.66524,59.64038,9,118.97,105.11,15,0.427,37,27.0,5,527.84,0.307,7,62,80.0,0.4117907378772729,23.0,1.8,28.0,6,8.20.01,11,6.41,37.0,Z001,False,user_3
U1682,47,26226,13,500.0,20.33,0.62563,57.35599,4,487.41,128.76,15,0.407,70,11.0,15,447.85,0.357,4,63,82.0,0.42262619535100704,21.0,1.8,21.0,6,6.21.51,15,14.03,27.0,X456,False,user_3
U8531,47,26095,13,500.0,9.8,0.57679,61.01193,5,400.4,133.11,6,0.453,35,0.0,8,472.29,0.327,3,70,94.0,0.49385905774625405,23.0,2.3,13.0,9,9.39.60,7,15.9,48.0,S473,False,user_2
U4425,,25224,12,962.48,46.86,0.88459,87.51324,6,487.18,175.16,29,0.405,129,66.0,13,899.08,0.361,6,64,56.0,0.1547750352334542,26.0,4.0,27.0,2,9.36.15,7,23.2,38.0,D151,False,user_2
U1239,41,21162,11,500.0,0.89,0.49648,54.16042,3,168.21,229.09,6,0.432,0,9.0,9,439.43,0.314,5,56,104.0,0.4246157080096734,26.0,4.4,100.0,6,2.01.42,5,5.47,4.0,C746,False,user_2
U2504,22,13437,7,665.24,57.54,0.12255,5.2657,2,201.54,238.13,33,0.033,190,58.0,24,730.23,0.096,3,24,180.0,0.9439675742159683,4.0,3.7,4.0,3,8.80.20,9,20.91,25.0,L504,True,user_1
U6953,,20124,9,500.0,17.2,0.42986,38.78992,6,81.16,76.62,11,0.248,58,23.0,12,487.53,0.141,2,40,131.0,0.5973666151248342,13.0,4.4,50.0,7,9.45.26,10,13.68,33.0,X456,False,user_3
U3646,59,15275,9,500.0,5.46,0.53311,51.55217,1,480.19,620.95,3,0.278,7,1.0,6,649.43,0.125,1,48,92.0,0.482905361349128,23.0,2.1,37.0,1,2.80.87,11,0.88,13.0,O881,True,user_2
U8270,,22623,11,500.0,26.22,0.2827,29.52395,5,304.48,95.99,13,0.221,96,24.0,10,381.44,0.323,0,63,143.0,0.6523019092669765,13.0,3.8,78.0,9,1.62.75,12,1.55,23.0,Z001,False,user_3
U0208,43,26608,14,500.0,75.41,0.54765,55.71938,6,144.14,97.33,42,0.402,228,76.0,36,618.29,0.216,4,84,97.0,0.4791065833347848,21.0,2.2,62.0,5,9.84.49,13,15.61,16.0,V257,False,user_1
U0223,39,20231,12,500.0,22.98,0.62517,58.93976,12,121.03,6.91,13,0.459,73,33.0,12,443.94,0.252,4,55,105.0,0.3947940287582349,23.0,3.7,5.0,4,3.97.70,7,20.25,34.0,A468,False,user_2
U7752,,24227,12,779.52,14.64,0.66401,60.62179,8,268.26,120.57,7,0.488,28,1.0,10,767.25,0.275,6,60,113.0,0.41995477247858337,30.0,1.3,10.0,3,3.96.46,4,25.86,8.0,Z999,False,user_3
U7445,41,21941,12,500.0,11.62,0.42038,44.79524,2,127.68,299.61,5,0.441,12,1.0,9,542.7,0.277,0,53,111.0,0.5279029708486794,24.0,3.5,66.0,1,6.49.59,13,6.98,9.0,V101,False,user_2
U0896,,10000,4,500.0,10.78,0.56314,49.10156,6,329.2,60.36,1,0.291,8,0.0,0,595.92,0.143,1,30,104.0,0.49308393544053747,19.0,4.6,70.0,3,5.08.58,12,24.52,14.0,U508,False,user_2
U6832,,23441,9,500.0,42.26,0.16126,22.79905,7,84.47,88.86,23,0.193,158,51.0,29,599.86,0.297,2,41,143.0,0.7957409399098985,11.0,2.2,64.0,8,2.06.27,4,5.28,36.0,Z001,True,user_3
U2074,,27334,13,500.0,44.55,0.1614,23.28617,2,145.3,291.11,28,0.285,121,44.0,18,597.92,0.303,3,59,146.0,0.684292926673003,15.0,4.5,66.0,5,8.16.71,11,19.53,15.0,X456,False,user_3
U5430,57,17383,8,500.0,60.03,0.07874,0.0,1,145.83,544.19,33,0.037,181,51.0,22,472.49,0.259,6,40,180.0,1.0,3.0,1.4,84.0,6,1.57.88,7,5.1,19.0,O643,False,user_1
U7391,34,12143,6,500.0,16.34,0.4304,40.5598,10,192.55,80.47,9,0.215,55,14.0,6,674.57,0.245,5,13,138.0,0.6531954948357507,11.0,3.7,39.0,5,4.19.33,13,18.78,1.0,D930,False,user_2
U0793,32,15861,9,500.0,12.73,0.51381,51.84467,19,58.12,0.79,10,0.331,37,6.0,13,554.81,0.272,5,50,103.0,0.5395679204991803,16.0,2.8,33.0,1,8.90.93,9,8.18,24.0,F936,False,user_2
U9951,,15919,8,500.0,7.41,0.54849,55.3732,11,48.27,71.45,9,0.355,19,0.0,11,199.05,0.191,2,36,94.0,0.41823026695184107,19.0,1.3,82.0,7,2.41.34,7,11.35,6.0,Q402,False,user_2
U9078,32,25539,13,500.0,11.74,0.53229,51.19843,4,147.39,96.33,13,0.283,32,24.0,10,499.25,0.262,3,92,103.0,0.5000851014069583,15.0,3.6,35.0,8,3.25.79,9,19.4,48.0,X649,False,user_2
U3076,,14401,9,500.0,75.15,0.05264,0.0,7,516.01,84.88,43,0.143,232,74.0,20,457.84,0.204,6,38,174.0,0.9821501829717313,14.0,1.8,96.0,7,1.97.77,9,15.91,8.0,M398,False,user_1
U9084,,21832,9,500.0,41.14,0.82611,79.97567,8,182.59,77.47,23,0.502,107,54.0,14,464.64,0.367,7,42,48.0,0.14079622031477357,27.0,3.1,73.0,3,2.57.33,11,2.66,5.0,X456,False,user_1
U5365,,16071,8,500.0,47.21,0.16592,18.28137,6,173.0,92.17,26,0.211,135,33.0,17,559.63,0.208,7,50,152.0,0.8207351407496835,13.0,2.1,71.0,4,3.76.40,12,18.53,23.0,X789,False,user_3
U3414,,16584,9,500.0,8.3,0.55267,60.34879,9,87.79,93.13,7,0.313,0,13.0,2,526.68,0.258,4,52,106.0,0.33824703913726095,15.0,1.7,91.0,5,1.37.37,7,16.88,71.0,Z001,False,user_1
U8733,,41158,20,1825.16,21.19,0.68751,62.26183,7,459.05,275.87,15,0.478,35,7.0,8,1753.53,0.633,6,110,93.0,0.4013600104230704,26.0,1.6,77.0,2,3.12.69,9,22.23,9.0,Z999,False,user_3
U3362,,11492,7,500.0,46.49,0.21429,26.48095,6,231.87,90.04,26,0.167,119,71.0,7,646.3,0.204,4,32,137.0,0.7679417566423886,8.0,3.6,6.0,5,8.89.25,5,25.56,39.0,Z999,False,user_3
U4286,,20374,11,500.0,44.58,0.83316,85.29781,6,120.45,81.16,26,0.526,146,27.0,27,367.49,0.317,5,43,55.0,0.19867132870166865,30.0,2.0,47.0,4,5.61.18,15,5.9,29.0,Z999,True,user_3
U5472,,19322,8,500.0,42.54,0.21054,22.74045,9,315.91,96.43,23,0.192,123,61.0,20,360.74,0.177,1,66,163.0,0.793092764229915,9.0,2.4,39.0,3,6.35.92,15,20.22,69.0,X789,True,user_3
U2149,,13210,7,500.0,12.13,0.43639,37.68143,4,209.55,157.32,3,0.302,46,12.0,8,387.39,0.134,1,40,125.0,0.6066393073717053,18.0,2.0,44.0,0,7.07.27,6,10.59,27.0,N286,True,user_2
U8755,25,28213,14,500.0,22.25,0.64399,57.4109,12,156.76,30.84,13,0.432,72,20.0,10,540.43,0.335,13,72,88.0,0.41833374359353126,24.0,1.7,30.0,5,5.04.89,5,7.08,11.0,J726,True,user_2
U8654,70,17335,8,2256.06,24.79,0.76632,69.57902,11,752.36,254.59,18,0.391,78,31.0,13,2288.8,0.46,1,48,76.0,0.3091219823015336,26.0,1.2,24.0,7,9.52.32,7,21.39,9.0,U474,False,user_1
U9322,23,11901,6,500.0,4.22,0.43603,45.05841,8,316.27,72.7,6,0.395,0,0.0,4,414.77,0.23,4,16,117.0,0.6079303460249862,23.0,3.0,55.0,8,9.12.24,4,15.42,46.0,P714,True,user_2
U8679,29,19672,10,1498.85,47.72,0.33977,35.13033,6,385.03,238.65,30,0.262,144,56.0,17,1435.33,0.344,1,45,130.0,0.7076326828716187,17.0,4.1,75.0,3,6.47.18,9,26.82,73.0,A833,False,user_1
U2493,24,33647,14,2218.14,58.56,0.52253,54.49097,3,609.99,758.69,34,0.367,179,67.0,26,2213.73,0.608,3,59,108.0,0.4517259597963796,22.0,1.5,20.0,6,8.49.44,10,7.22,41.0,L018,True,user_1
U5833,35,32799,17,562.44,6.94,0.56501,58.72598,9,321.36,39.82,5,0.369,53,7.0,16,451.59,0.363,2,86,93.0,0.4520556183196909,20.0,1.9,29.0,2,3.25.90,10,5.21,9.0,W642,False,user_2
U5563,18,12462,7,500.0,14.23,0.5051,53.10015,8,233.74,29.49,12,0.34,37,17.0,10,575.86,0.133,0,21,84.0,0.4483573520957794,19.0,4.6,67.0,9,1.35.84,5,15.11,73.0,U067,False,user_2
U8038,51,31231,15,500.0,57.46,0.04355,0.0,8,107.25,81.88,32,0.185,183,77.0,21,652.63,0.296,6,81,180.0,1.0,10.0,4.7,67.0,3,8.14.51,15,23.63,17.0,M948,True,user_1
U3644,,16296,9,1732.68,43.8,0.84728,77.61746,5,415.04,247.34,25,0.421,129,50.0,19,1710.93,0.329,4,56,66.0,0.2098475605723193,22.0,4.9,10.0,6,2.94.38,11,15.52,27.0,Z999,True,user_3
U5322,,18292,8,500.0,32.98,0.76215,77.54592,2,152.68,179.92,23,0.499,88,25.0,18,530.67,0.216,7,51,66.0,0.23429821495964492,26.0,3.6,10.0,3,7.92.83,14,12.81,27.0,Z001,True,user_3
U2181,60,24117,12,1039.82,48.55,0.13552,23.2948,9,842.84,131.74,29,0.241,158,56.0,23,1046.68,0.395,3,64,139.0,0.734176408485917,21.0,1.3,51.0,4,6.19.36,11,19.34,21.0,W674,True,user_1
U5240,,20093,9,3671.34,70.86,0.70144,67.55055,4,1075.24,709.38,40,0.339,240,65.0,39,3804.1,0.596,3,46,93.0,0.2676785989641305,30.0,1.7,84.0,3,9.91.34,7,15.96,56.0,N682,False,user_2
U0028,44,22841,11,500.0,1.49,0.52425,54.65277,7,31.99,74.31,5,0.415,8,0.0,5,690.11,0.281,3,50,90.0,0.4036218598916619,21.0,2.0,24.0,11,3.54.02,10,19.13,27.0,M458,True,user_2
U0141,,19570,10,500.0,43.25,0.18671,23.02254,7,381.43,53.1,25,0.202,119,48.0,8,460.26,0.249,0,54,139.0,0.793097694750995,13.0,2.5,100.0,7,6.35.90,4,22.73,14.0,Z999,False,user_1
U2934,49,24081,11,500.0,50.75,0.16922,18.42763,4,151.56,145.89,30,0.146,159,41.0,17,499.26,0.27,5,53,151.0,0.7711533141540806,10.0,2.5,100.0,8,6.29.89,8,29.46,7.0,X123,False,user_3
U7028,44,14259,6,1920.16,34.0,0.63181,64.09591,4,698.11,377.57,22,0.428,106,34.0,10,2002.01,0.246,1,11,93.0,0.3453938040021233,30.0,1.9,61.0,3,7.62.56,14,7.33,12.0,Y458,False,user_1
U3280,,13282,6,500.0,38.67,0.26239,28.98885,10,156.96,29.44,17,0.252,149,45.0,20,530.52,0.124,0,23,146.0,0.7457274398190695,11.0,1.9,96.0,4,6.18.72,12,18.06,25.0,Z001,False,user_3
U6860,56,18369,10,2795.99,28.38,0.78901,79.11426,3,2433.19,986.02,18,0.438,96,47.0,18,2700.85,0.503,6,57,66.0,0.25367140562829105,45.0,4.8,41.0,7,3.20.91,7,18.05,34.0,M006,True,user_1
U6545,38,27552,14,500.0,15.23,0.52957,54.75751,6,247.6,75.07,9,0.428,31,22.0,10,315.13,0.319,2,58,104.0,0.41324857156401484,19.0,1.5,51.0,7,8.04.58,11,6.89,13.0,B306,False,user_2
U2983,,18027,9,500.0,18.56,0.34976,38.64906,10,228.6,53.53,11,0.293,74,4.0,13,436.31,0.165,3,33,113.0,0.517495715534049,15.0,1.3,71.0,6,4.53.87,5,28.86,34.0,Z999,False,user_3
U6439,48,25019,10,3087.51,59.1,0.56617,55.35451,7,1230.13,564.88,34,0.373,188,46.0,33,3116.33,0.627,4,48,85.0,0.4143119793469225,34.0,1.3,9.0,4,6.48.09,7,23.63,25.0,O123,True,user_1
U4094,52,24578,13,2813.19,60.89,0.94752,95.77821,10,2013.89,369.46,34,0.583,196,78.0,21,2769.82,0.612,4,43,34.0,0.050239214644288654,47.0,3.3,77.0,9,2.63.45,8,6.7,2.0,N034,False,user_1
U9785,27,13046,7,645.96,12.25,0.54337,50.49844,3,286.67,216.05,8,0.315,43,6.0,7,536.52,0.255,0,42,110.0,0.5218621563873237,19.0,2.0,94.0,1,2.09.50,5,29.43,5.0,M684,False,user_2
U0182,51,32413,15,500.0,9.38,0.5112,50.40711,8,170.43,55.86,8,0.449,43,0.0,9,438.01,0.395,8,81,111.0,0.44873852224815847,25.0,3.0,58.0,6,7.82.83,10,6.76,4.0,K374,True,user_2
U6630,,26372,14,500.0,36.05,0.21076,23.975,9,564.61,61.99,23,0.28,114,26.0,12,679.12,0.328,2,79,138.0,0.689582687531434,18.0,3.0,23.0,6,2.02.40,5,7.58,16.0,X123,False,user_3
U8271,37,37039,19,708.94,44.3,0.83752,79.84896,7,370.63,130.32,28,0.493,129,52.0,12,592.13,0.44,0,97,53.0,0.16519875759713853,27.0,4.6,15.0,5,2.63.62,10,0.4,26.0,Z999,False,user_3
U1531,32,41597,19,500.0,83.85,0.49225,49.47813,4,314.94,126.25,49,0.33,253,85.0,41,464.57,0.474,8,86,114.0,0.4844516977724891,22.0,1.8,23.0,3,6.45.16,10,3.38,30.0,Q345,False,user_2
U9777,42,24981,12,500.0,72.08,0.06823,0.0,11,76.56,48.63,41,0.027,214,79.0,23,444.43,0.331,6,47,180.0,1.0,4.0,2.4,22.0,5,5.33.81,8,2.38,8.0,D972,False,user_1
U5896,,43965,21,500.0,52.83,0.16888,26.65771,3,328.67,173.98,33,0.275,163,52.0,25,691.66,0.525,2,110,126.0,0.7378161846347235,21.0,3.8,86.0,8,1.65.79,9,28.01,15.0,X456,False,user_3
U5652,29,40842,19,2793.93,61.76,0.92514,100.0,5,843.11,426.83,35,0.652,186,51.0,30,2642.73,0.711,5,102,22.0,0.025945434755489254,36.0,3.2,15.0,5,6.81.85,8,25.7,20.0,R445,False,user_1
U1655,,30621,15,774.27,47.48,0.82074,75.57378,8,248.58,95.22,31,0.505,137,30.0,15,691.79,0.22,7,63,70.0,0.2882677895028785,29.0,3.4,97.0,4,5.21.97,12,20.42,23.0,X789,True,user_3
U5963,,22432,11,500.0,46.57,0.18316,16.67929,9,262.05,49.26,27,0.19,136,38.0,14,502.53,0.332,7,42,147.0,0.8152253855405074,7.0,3.0,78.0,10,1.11.60,10,11.61,15.0,Z001,False,user_3
U1539,,28023,13,500.0,66.1,0.03579,0.0,5,86.54,112.74,38,0.128,198,67.0,26,512.96,0.34,5,64,173.0,1.0,7.0,4.3,74.0,5,6.09.20,4,22.56,22.0,D098,False,user_1
U4031,,24556,13,500.0,40.84,0.80189,81.6536,5,85.26,103.53,25,0.536,95,29.0,13,608.33,0.228,6,66,51.0,0.19358387819208503,27.0,1.7,62.0,6,3.34.99,13,14.49,48.0,X123,False,user_3
U9272,34,31718,14,500.0,85.98,0.37094,37.32587,9,113.74,94.95,49,0.384,273,96.0,27,598.0,0.377,6,79,130.0,0.6509936231370385,18.0,4.8,6.0,4,1.75.13,15,28.83,6.0,U382,False,user_1
U2335,37,23181,12,500.0,9.53,0.4887,48.64892,7,369.48,64.92,10,0.279,33,0.0,12,425.78,0.297,3,66,107.0,0.5083674805925154,16.0,1.9,72.0,7,1.36.02,8,0.99,65.0,F408,False,user_2
